Company ISIN,2024
US3364331070,
CNE1000010N2,4.0
US88579Y1010,4.333
GB00B1YW4409,4.667
US0378331005,3.2
KYG2953R1149,4.333
CH0012221716,3.98
INE117A01022,3.98
NL0011540547,4.068
CNE100004ZD8,4.5
AEA006101017,3.3
SA55SG6H5716,2.75
AEE01195A234,4.136
AEA007301012,4.136
JP3388200002,3.789
JP3112000009,3.64
HK0000069689,3.766
IE00BF0L3536,3.476
TH0268010Z03,3.333
JP3102000001,3.764
FR0010220475,3.772
US0079031078,4.062
US0311001004,2.75
US02665T3068,3.318
KYG040111059,1.0
AU000000ANZ3,3.877
AU000000APA1,3.442
CNE100004C45,3.25
CA00208D4084,4.286
TW0003711008,1.0
JP3118000003,3.86
NL0000334118,3.529
NL0010273215,4.197
TW0002357001,3.606
AU000000ASX7,3.125
US00206R1023,3.382
INE949L01017,3.247
TW0002409000,
FR0000120628,3.907
US00287Y1091,3.947
US0028241000,3.775
ZAE000255915,3.94
AEA000801018,3.393
CNE100000F87,4.0
IE00B4BNMY34,3.806
ES0125220311,4.025
FR0000120404,3.924
TW0002345006,3.556
TW0002353000,3.625
SA15CGS10H12,3.833
INE423A01024,3.417
INE742F01042,3.632
INE814H01011,3.543
SE0014781795,4.5
GB00B02J6398,3.683
US00724F1012,4.211
CNE100003MM9,3.0
TW0002395001,4.0
JP3122400009,3.838
NL0012969182,3.652
BMG0112X1056,3.692
US0010551028,4.0
US00846U1016,3.924
CA0084741085,4.244
CNE100000RJ0,3.621
CNE000001NN0,3.474
US0091581068,4.034
KYG014081064,4.5
US0090661010,4.215
TH0765010Z08,4.0
US6200763075,
JP3119600009,3.833
US00971T1016,4.367
TRAAKBNK91N6,3.725
NO0010345853,4.8
KYG0146B1032,3.5
NL0013267909,3.911
KW0EQ0100010,3.583
SA15GG53GHH3,4.5
SA0007879055,4.0
SA0007879113,3.903
ID1000111305,
CA0115321089,4.0
US0130911037,3.416
KYG022421088,
AEA002001013,3.0
US0152711091,4.8
SE0000695876,3.794
MXP000511016,
ID1000128705,4.036
KYG017191142,3.856
US0162551016,3.554
SA122050HV19,4.091
INE540L01014,3.767
IE00BFRT3W74,3.893
LU2237380790,3.917
US0188021085,3.233
DE0008404005,3.978
US0200021014,3.462
SA000A0ETHT1,4.114
US02043Q1076,3.824
US8716071076,4.0
US02079K3059,3.5
CA0213611001,2.714
KR7196170005,
US02209S1033,4.093
CNE1000000T0,4.0
ES0109067019,4.096
US0231351067,3.628
MYL1015OO006,3.622
BRABEVACNOR1,4.245
INE079A01024,3.786
JE00BJ1F3079,3.0
US0236081024,3.568
US0255371017,3.134
US0258161092,4.162
US0259321042,4.429
US0304201033,3.188
