Company ISIN,2024
CNE1000010N2,4.0
US88579Y1010,4.125
GB00B1YW4409,5.0
US0378331005,3.0
KYG2953R1149,3.6
INE117A01022,3.639
CH0012221716,3.639
NL0011540547,3.862
CNE100004ZD8,5.0
AEA006101017,3.75
SA55SG6H5716,3.25
AEA007301012,4.106
AEE01195A234,4.106
JP3388200002,3.416
JP3112000009,3.548
HK0000069689,3.766
IE00BF0L3536,2.889
TH0268010Z03,2.385
JP3102000001,3.603
FR0010220475,3.506
US0079031078,3.756
US0311001004,3.0
US02665T3068,3.094
KYG040111059,1.0
AU000000ANZ3,3.608
AU000000APA1,3.432
CNE100004C45,3.579
CA00208D4084,4.6
TW0003711008,1.0
JP3118000003,3.409
NL0000334118,3.677
NL0010273215,4.075
TW0002357001,3.427
AU000000ASX7,3.115
US00206R1023,3.786
INE949L01017,3.165
TW0002409000,
FR0000120628,3.697
US00287Y1091,3.941
US0028241000,3.78
ZAE000255915,3.783
AEA000801018,3.227
CNE100000F87,3.0
IE00B4BNMY34,3.478
ES0125220311,3.725
FR0000120404,3.583
TW0002345006,3.0
TW0002353000,3.333
SA15CGS10H12,3.857
INE423A01024,3.667
INE742F01042,3.545
INE814H01011,3.45
SE0014781795,4.0
GB00B02J6398,3.445
US00724F1012,4.227
CNE100003MM9,
TW0002395001,4.0
JP3122400009,3.759
NL0012969182,3.571
BMG0112X1056,3.481
US0010551028,3.667
US00846U1016,3.69
CA0084741085,4.167
CNE100000RJ0,3.333
CNE000001NN0,3.188
US0091581068,4.0
KYG014081064,4.5
US0090661010,4.101
TH0765010Z08,3.5
US6200763075,
JP3119600009,3.563
US00971T1016,4.171
TRAAKBNK91N6,3.719
NO0010345853,4.0
KYG0146B1032,3.0
NL0013267909,3.734
KW0EQ0100010,3.571
SA15GG53GHH3,5.0
SA0007879055,5.0
SA0007879113,3.391
ID1000111305,
CA0115321089,4.75
US0130911037,3.142
KYG022421088,
AEA002001013,3.333
US0152711091,5.0
SE0000695876,3.485
MXP000511016,
ID1000128705,3.417
KYG017191142,3.969
US0162551016,3.687
SA122050HV19,4.143
INE540L01014,3.649
IE00BFRT3W74,3.869
LU2237380790,3.263
US0188021085,3.529
DE0008404005,3.691
US0200021014,3.313
SA000A0ETHT1,3.804
US02043Q1076,4.34
US8716071076,3.0
US02079K3059,3.143
CA0213611001,3.615
KR7196170005,
US02209S1033,4.174
CNE1000000T0,4.0
ES0109067019,3.801
US0231351067,3.743
MYL1015OO006,3.435
BRABEVACNOR1,4.138
INE079A01024,3.455
JE00BJ1F3079,3.0
US0236081024,3.507
US0255371017,3.25
US0258161092,3.886
US0259321042,3.25
US0304201033,3.667
AEE01135A222,2.667
US0311621009,3.946
ID1000191109,4.0
KR7090430000,2.182
US0320951017,5.0
FR0004125920,4.14
MX01AM050019,3.88
US0326541051,3.652
CNE0000014G0,
GB00BTK05J60,4.382
GB00BRXH2664,4.153
BE0974293251,3.544
CNE0000019V8,
CNE1000047B9,4.25
US0357108390,3.75
GB0000456144,4.0
IE00BLP1HW54,3.455
US03769M1062,4.274
INE702C01027,3.0
US03831W1080,4.364
US0382221051,3.86
JE00BTDN8H13,3.248
SA0007879105,2.833
US2538681030,4.5
MX01AC100006,4.014
LU1598757687,3.406
BMG0450A1053,4.231
US03990B1017,4.321
US0404132054,3.837
AU000000ALL7,3.453
FR0010313833,3.91
JP3116000005,3.688
JP3111200006,3.688
INE208A01029,
GB0000536739,
TW0003017000,4.0
INE021A01026,4.176
ZAE000066692,3.294
GB0006731235,3.0
JP3942400007,3.812
ID1000122807,4.259
GB0009895292,4.015
INE006I01046,3.273
MXP001661018,3.0
PHY5764J1483,3.278
SE0017486889,3.881
US0494681010,4.073
US0495601058,3.719
NZAIAE0002S6,2.333
INE406A01037,3.321
US0533321024,2.887
US0527691069,
KYG066341028,3.333
US0530151036,
GB00BVYVFW23,4.238
US0534841012,3.425
US05352A1007,2.994
US0536111091,3.768
CNE1000001Y8,
GB00BPQY8M80,3.903
CH0023405456,2.818
MYL6888OO001,3.7
INE238A01034,3.344
US05464C1018,4.232
PHY0488F1004,3.55
PHY0486V1154,3.278
IL0011194789,3.5
BRB3SAACNOR6,3.949
GB0002634946,3.825
JP3778630008,3.308
DE000BASF111,4.016
GB0002875804,4.157
BRBBSEACNOR5,5.0
ES0113211835,4.111
AU000000BHP4,4.041
CH0130293662,3.143
DE0005190003,3.955
FR0000131104,3.98
SG9999015267,4.5
CNE100003R64,2.636
CNE0000016L5,2.0
IT0000066123,3.37
US9100471096,3.3
BRBRFSACNOR8,3.421
INE118H01025,3.136
GB0030913577,3.418
BRBPACACNOR7,4.184
CNE100001526,2.992
HK0285041858,2.992
INE917I01010,3.731
INE296A01032,3.715
INE918I01026,3.65
US05722G1004,3.857
INE787D01026,
US0584981064,3.2
CH0012410517,3.783
IT0005218380,3.52
BRBBDCACNOR1,4.234
PHY077751022,3.919
ES0113860A34,3.541
CLP0939W1081,4.308
CLP321331116,4.167
TH0264A10Z04,4.0
SA000A0D9HK3,2.733
ID1000109507,4.389
IL0006625771,2.731
IL0006046119,2.882
ID1000095003,4.142
PLBIG0000016,2.667
ID1000096605,3.875
CNE100002G76,4.0
PLPEKAO00016,4.0
ID1000118201,4.1
US0605051046,3.714
INE028A01039,3.351
CNE100000734,3.0
CNE100003F50,
CNE100002SN6,4.0
CNE1000017G1,3.073
CNE000001N05,3.073
CNE1000048J0,3.073
CNE1000000S2,3.395
IE00BD1RP616,3.114
CNE1000005P7,3.333
CNE100003LQ2,
PHY0967S1694,3.939
ES0113679I37,3.311
MXP370711014,4.208
SA0007879782,5.0
CA6330671034,3.894
CNE000000C66,1.0
GB0031348658,3.809
GB0000811801,4.19
CA06849F1080,3.967
CH0009002962,3.3
QA000A0KD6J5,
US0718131099,2.667
DE000BAY0017,3.983
DE0005200000,3.885
SE0015949748,3.5
HK0392044647,
BMG0957L1090,2.2
CNE100001617,
CNE100001YF2,3.0
CNE100000CS3,
CNE000000R69,
US2441991054,4.667
US0846707026,3.576
US0865161014,3.188
CA05534B7604,3.753
CNE100005XM1,
INE263A01024,3.417
INE257A01026,3.651
INE029A01011,4.0
INE397D01024,3.679
ZAE000216537,3.5
ZAE000117321,3.471
KYG1098A1013,3.944
US09061G1013,4.092
US09062X1037,4.188
US58155Q1031,3.0
US09290D1019,3.0
US09260D1072,3.667
US8522341036,3.868
AU000000BSL0,3.576
FR0000039299,3.2
US09857L1089,4.0
US0995021062,3.807
KYG126521064,3.0
US1011371077,3.864
KW0EQ0102065,4.333
FR0000120503,3.867
AU000000BXB1,1.667
BRBBASACNOR3,2.273
DE000A1DAHH0,3.438
JP3830800003,3.571
CNE000001QZ7,3.636
US1101221083,3.953
INE216A01030,3.378
US11133T1034,3.631
CA1130041058,3.719
CA11285B1085,3.731
CA11271J1075,3.731
US1152361010,
US1156372096,3.896
BE0003797140,
PLBUDMX00013,3.167
US12008R1077,3.46
TH0168A10Z01,2.75
CH1300646267,3.923
GB00B0744B38,3.275
SA1210540914,3.482
FR0006174348,3.003
US1220171060,3.079
TREBIMM00018,3.0
US12541W2098,2.976
CA1247651088,3.62
US1468691027,3.443
US12504L1098,3.536
PLCCC0000016,4.2
CA1249003098,3.31
PLOPTTC00011,3.667
US12514G1085,3.434
MXP225611567,4.009
CZ0005112300,3.875
US1252691001,3.731
INE067A01029,3.069
CA12532H1047,3.308
CNE100003N43,2.5
COTK7PA00010,5.0
MYL1023OO000,3.593
CNE0000008J6,3.647
CNE000001DB6,3.647
KR7097950000,3.35
KYG2177B1014,2.0
KYG217651051,3.5
HK0002007356,3.5
US12572Q1058,4.078
CNE100001NR0,4.143
CL0000001314,3.625
CA1363751027,3.974
CNE1000049X9,3.429
NL0010545661,3.828
CNE100003L78,
JP3305990008,3.25
BRCPLEACNOR8,3.549
CNE100000601,3.564
CNE000001BD6,3.564
TH0737010Y08,3.857
THC450010002,3.818
BRCPFEACNOR0,3.883
CA13646K1084,3.541
IE0001827041,3.667
CNE100000CP9,
AU000000CSL8,3.783
HK1093012172,4.0
US1264081035,3.877
US1266501006,2.841
US1273871087,3.95
CNE100002V44,3.5
ES0140609019,3.826
CNE1000041R8,4.0
US1331311027,4.252
CA13321L1085,4.308
NL0015435975,3.985
CA1363851017,3.689
CA1366812024,2.963
CA1367178326,5.0
INE476A01022,3.457
JP3242800005,3.141
JP3218900003,3.083
FR0000125338,3.313
SGXE62145532,3.627
ZAE000035861,2.814
US1423391002,3.059
INE020B01018,3.6
PA1436583006,
FR0000120172,3.272
US14448C1045,3.671
TW0002882008,3.8
US12503M1080,4.452
MYL6947OO005,4.0
CA15101Q2071,3.572
ES0105066007,3.241
KR7068270008,3.2
US03073E1055,2.667
CL0000000100,3.36
CA15135U1093,4.216
US15135B1017,3.725
US15189T1079,3.939
BRELETACNOR6,3.184
JP3566800003,
TH0481B10Z00,3.667
GB00B033F229,3.947
KYG202881093,4.0
ID1000090301,4.071
TW0002801008,3.0
CNE000000GJ4,
CNE000000SH3,3.143
CNE1000011H2,
CNE100001Y42,
US8085131055,3.708
TH0101A10Z01,3.514
ID1000117708,4.0
US16119P1084,3.468
US46625H1005,3.964
IL0010824113,3.451
MX01CH170002,3.671
US16411R2085,4.636
BMG2178K1009,3.0
US1667641005,4.037
JP3511800009,
TW0002610003,3.909
CNE1000000R4,3.211
CNE1000002G3,3.211
CNE100000957,5.0
CNE100000742,3.446
CNE000000TR0,2.5
CNE100004QL0,4.0
CNE100000SL4,4.25
BMG2109G1033,
CNE000001Q93,3.263
KYG2121R1039,2.0
KYG210961051,4.5
CNE100000HK9,3.462
CNE000001PQ8,3.2
HK0144000764,3.2
CNE000001B33,3.913
CNE100002FC6,3.333
CNE0000015Y0,3.765
CNE100000KC0,3.0
CNE100000759,4.0
HK0688002218,5.0
CNE1000008M8,2.5
HK2380027329,3.5
CNE100000866,3.0
KYG2122G1064,3.8
KYG2108Y1052,3.143
BMG2113B1081,
HK0836012952,
CNE1000031T5,3.667
CNE100000767,
CNE000001FG0,3.286
KYG216771363,4.25
CNE000000W05,
TW0002002003,
HK0000055878,3.25
