Company ISIN,2024
CNE1000010N2,1.0
US88579Y1010,0.875
GB00B1YW4409,1.0
US0378331005,
KYG2953R1149,0.6
INE117A01022,0.82
CH0012221716,0.82
NL0011540547,0.814
CNE100004ZD8,1.0
AEA006101017,0.8
SA55SG6H5716,0.25
AEE01195A234,0.884
AEA007301012,0.884
JP3388200002,0.689
JP3112000009,0.621
HK0000069689,0.696
IE00BF0L3536,0.686
TH0268010Z03,0.5
JP3102000001,0.66
FR0010220475,0.782
US0079031078,0.872
US0311001004,0.5
US02665T3068,0.533
KYG040111059,0.0
AU000000ANZ3,0.79
AU000000APA1,0.625
CNE100004C45,0.5
CA00208D4084,0.75
TW0003711008,0.0
JP3118000003,0.739
NL0000334118,0.627
NL0010273215,0.874
TW0002357001,0.676
AU000000ASX7,0.478
US00206R1023,0.541
INE949L01017,0.526
TW0002409000,
FR0000120628,0.799
US00287Y1091,0.76
US0028241000,0.711
ZAE000255915,0.78
AEA000801018,0.75
CNE100000F87,1.0
IE00B4BNMY34,0.765
ES0125220311,0.905
FR0000120404,0.805
TW0002345006,0.833
TW0002353000,0.81
SA15CGS10H12,0.833
INE423A01024,0.727
INE742F01042,0.724
INE814H01011,0.521
SE0014781795,1.0
GB00B02J6398,0.663
US00724F1012,0.838
CNE100003MM9,
TW0002395001,1.0
JP3122400009,0.75
NL0012969182,0.673
BMG0112X1056,0.667
US0010551028,0.667
US00846U1016,0.763
CA0084741085,0.864
CNE100000RJ0,0.636
CNE000001NN0,0.357
US0091581068,0.828
KYG014081064,1.0
US0090661010,0.832
TH0765010Z08,
US6200763075,
JP3119600009,0.787
US00971T1016,0.861
TRAAKBNK91N6,0.571
NO0010345853,1.0
NL0013267909,0.756
KW0EQ0100010,0.571
SA15GG53GHH3,1.0
SA0007879055,1.0
SA0007879113,0.789
ID1000111305,
CA0115321089,1.0
US0130911037,0.54
KYG022421088,
AEA002001013,0.5
US0152711091,1.0
SE0000695876,0.795
MXP000511016,
ID1000128705,0.833
KYG017191142,0.712
US0162551016,0.597
SA122050HV19,0.6
INE540L01014,0.69
IE00BFRT3W74,0.771
LU2237380790,0.793
US0188021085,0.536
DE0008404005,0.771
US0200021014,0.599
SA000A0ETHT1,0.875
US02043Q1076,0.644
US8716071076,1.0
US02079K3059,0.5
CA0213611001,0.625
KR7196170005,
US02209S1033,0.769
CNE1000000T0,1.0
ES0109067019,0.86
US0231351067,0.654
MYL1015OO006,0.625
BRABEVACNOR1,0.829
INE079A01024,0.667
JE00BJ1F3079,0.0
US0236081024,0.679
US0255371017,0.453
US0258161092,0.836
US0259321042,0.667
US0304201033,0.5
AEE01135A222,0.3
US0311621009,0.784
ID1000191109,0.8
KR7090430000,0.3
US0320951017,1.0
FR0004125920,0.935
MX01AM050019,0.75
US0326541051,0.792
CNE0000014G0,
GB00BTK05J60,0.904
GB00BRXH2664,0.901
BE0974293251,0.669
CNE1000047B9,0.5
US0357108390,0.667
GB0000456144,1.0
IE00BLP1HW54,0.741
US03769M1062,0.8
INE702C01027,0.5
US03831W1080,0.524
US0382221051,0.809
JE00BTDN8H13,0.571
SA0007879105,0.25
US2538681030,0.667
MX01AC100006,0.758
LU1598757687,0.647
BMG0450A1053,0.911
US03990B1017,0.696
US0404132054,0.852
AU000000ALL7,0.673
FR0010313833,0.804
JP3111200006,0.615
JP3116000005,0.615
INE208A01029,
GB0000536739,
TW0003017000,1.0
INE021A01026,0.561
ZAE000066692,0.658
GB0006731235,0.5
JP3942400007,0.509
ID1000122807,0.889
GB0009895292,0.78
INE006I01046,0.545
MXP001661018,
PHY5764J1483,0.767
SE0017486889,0.845
US0494681010,0.624
US0495601058,0.593
NZAIAE0002S6,0.0
INE406A01037,0.769
US0533321024,0.515
US0527691069,
KYG066341028,0.333
US0530151036,
GB00BVYVFW23,0.905
US0534841012,0.449
US05352A1007,0.531
US0536111091,0.799
CNE1000001Y8,
GB00BPQY8M80,0.731
CH0023405456,0.333
MYL6888OO001,0.385
INE238A01034,0.618
US05464C1018,0.704
PHY0488F1004,0.759
PHY0486V1154,0.636
IL0011194789,0.667
BRB3SAACNOR6,0.897
GB0002634946,0.793
JP3778630008,0.556
DE000BASF111,0.846
GB0002875804,0.795
BRBBSEACNOR5,1.0
ES0113211835,0.845
AU000000BHP4,0.77
CH0130293662,0.571
DE0005190003,0.797
FR0000131104,0.833
SG9999015267,0.5
CNE100003R64,0.125
CNE0000016L5,0.0
IT0000066123,0.688
US9100471096,0.592
BRBRFSACNOR8,0.719
INE118H01025,0.846
GB0030913577,0.708
BRBPACACNOR7,0.703
HK0285041858,0.465
CNE100001526,0.465
INE917I01010,0.708
INE296A01032,0.542
INE918I01026,0.772
US05722G1004,0.763
INE787D01026,
US0584981064,0.644
CH0012410517,0.941
IT0005218380,0.7
BRBBDCACNOR1,0.804
PHY077751022,0.736
ES0113860A34,0.692
CLP0939W1081,0.833
CLP321331116,0.909
TH0264A10Z04,1.0
SA000A0D9HK3,0.538
ID1000109507,0.919
IL0006625771,0.333
IL0006046119,0.615
ID1000095003,0.789
PLBIG0000016,0.5
ID1000096605,0.607
CNE100002G76,1.0
PLPEKAO00016,1.0
ID1000118201,0.958
US0605051046,0.667
INE028A01039,0.536
CNE100000734,1.0
CNE100003F50,
CNE100002SN6,0.0
CNE000001N05,0.413
CNE1000048J0,0.413
CNE1000017G1,0.413
CNE1000000S2,0.379
IE00BD1RP616,0.712
CNE1000005P7,0.5
CNE100003LQ2,
PHY0967S1694,0.814
ES0113679I37,0.769
MXP370711014,0.831
SA0007879782,1.0
CA6330671034,0.846
CNE000000C66,1.0
GB0031348658,0.753
GB0000811801,0.75
CA06849F1080,0.909
CH0009002962,0.625
QA000A0KD6J5,
US0718131099,1.0
DE000BAY0017,0.762
DE0005200000,0.864
SE0015949748,0.5
HK0392044647,
BMG0957L1090,0.4
CNE100001617,
CNE100001YF2,0.0
CNE100000CS3,
CNE000000R69,
US2441991054,0.667
US0846707026,0.775
US0865161014,0.598
CA05534B7604,0.753
CNE100005XM1,
INE263A01024,0.701
INE257A01026,0.686
INE029A01011,0.753
INE397D01024,0.781
ZAE000216537,1.0
ZAE000117321,0.562
KYG1098A1013,0.812
US09061G1013,0.624
US09062X1037,0.767
US58155Q1031,0.25
US09290D1019,0.6
US09260D1072,0.5
US8522341036,0.66
AU000000BSL0,0.66
FR0000039299,0.571
US09857L1089,0.556
US0995021062,0.854
KYG126521064,0.0
US1011371077,0.833
KW0EQ0102065,1.0
FR0000120503,0.808
AU000000BXB1,1.0
BRBBASACNOR3,0.364
DE000A1DAHH0,0.626
JP3830800003,0.676
CNE000001QZ7,0.7
US1101221083,0.68
INE216A01030,0.727
US11133T1034,0.759
CA1130041058,0.659
CA11271J1075,0.864
CA11285B1085,0.864
US1152361010,
US1156372096,0.694
BE0003797140,
PLBUDMX00013,0.6
US12008R1077,0.571
TH0168A10Z01,0.333
CH1300646267,0.846
GB00B0744B38,0.528
SA1210540914,0.656
FR0006174348,0.643
US1220171060,0.516
TREBIMM00018,0.5
US12541W2098,0.481
CA1247651088,0.65
US1468691027,0.556
US12504L1098,0.747
PLCCC0000016,0.6
CA1249003098,0.593
PLOPTTC00011,0.692
US12514G1085,0.744
MXP225611567,0.783
